bemerkungen,kreditpunkte,laufnummer,modulbezeichnung,modulbezeichnung_alternativ,kuerzel,semester,id_niveau,stichwoerter,id_sprache,letzte_aenderung,anzahl_durchfuehrungen,id_leistungsnachweis,lerninhalte,aktiv,stundenplanrelevant,summerschool,id_modus,id_herkunft,neu,winterschool,bibliographie,raumanforderung,id_methode,bonus,vorschlagsnote_anteil,zwischenpruefungen_anteil,msp,schlusspruefung_anteil,praktische_arbeit_anteil,id_modultyp,min_studis,max_studis,studis_geschaetzt,modulnummer
"",3,B-LS-BZ 017,Grdl. Kompakt Molekular- u Mikrobio.,Grundlagen Molekular- und Mikrobiologie (Kompaktmodul),GMOMB,2,,"Mikroorganismen und ihre Lebensräume / Zellstruktur Prokaryonten / Physiologie und Kultivierung ausgewählter Mikroorganismen / Mikrobielles Wachstum / Molekulargenetik (primär der Prokaryonten) / Struktur der Erbsubstanz, Replikation, Transkription, Translation, DNA-Sequenzierung.",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Molekularbiologie</font></li>
 <ul>
  <li><font face=Arial size=2>Strukturelle Eigenschaften des Erbmaterials</font></li>
  <ul>
   <li><font face=Arial size=2>Strukturformel der DNA und RNA</font></li>
   <li><font face=Arial size=2>Messung von DNA und RNA</font></li>
  </ul>
  <li><font face=Arial size=2>Werkzeuge der Molekularbiologie</font></li>
  <ul>
   <li><font face=Arial size=2>DNA modifizierende Enzyme</font></li>
   <li><font face=Arial size=2>DNA produzierende Enzyme</font></li>
  </ul>
  <li><font face=Arial size=2>PCR / qPCR</font></li>
  <ul>
   <li><font face=Arial size=2>Qualitative Analyse der DNA</font></li>
   <li><font face=Arial size=2>Quantitative Analyse der DNA</font></li>
   <li><font face=Arial size=2>Mutagenese der DNA</font></li>
  </ul>
  <li><font face=Arial size=2>DNA Sequenzanalyse</font></li>
  <li><font face=Arial size=2>Vom Gen zum Protein</font></li>
  <ul>
   <li><font face=Arial size=2>DNA Replikation</font></li>
   <li><font face=Arial size=2>Regulation der Transkription</font></li>
   <li><font face=Arial size=2>Translation</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Mikrobiologie</font></li>
 <ul>
  <li><font face=Arial size=2>Grundprinzipien der Mikrobiologie</font></li>
  <li><font face=Arial size=2>Mikroorganismen und Mikrobiologie</font></li>
  <ul>
   <li><font face=Arial size=2>Einführung in die Mikrobiologie</font></li>
   <li><font face=Arial size=2>Die Entdeckung der Mikrobiologie</font></li>
  </ul>
  <li><font face=Arial size=2>Die Zelle</font></li>
  <ul>
   <li><font face=Arial size=2>Mikroskopie</font></li>
   <li><font face=Arial size=2>Zellstruktur</font></li>
   <li><font face=Arial size=2>Mikrobielle Vielfalt</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Zellstruktur und Funktion bei Bacteria und Archaea</font></li>
 <ul>
  <li><font face=Arial size=2>Zellform und Zellgrösse</font></li>
  <li><font face=Arial size=2>Die Cytoplasmamembran und der Transport</font></li>
  <li><font face=Arial size=2>Die Zellwände bei den Prokaryoten</font></li>
 </ul>
 <li><font face=Arial size=2>Stoffwechsel und Wachstum</font></li>
 <ul>
  <li><font face=Arial size=2>Ernährung und Kultivierung von Mikroorganismen</font></li>
  <li><font face=Arial size=2>Energetik und Enzyme</font></li>
  <li><font face=Arial size=2>Oxidations-Reduktions-Reaktionen und Energiereiche Verbindungen</font></li>
  <li><font face=Arial size=2>Die wichtigsten Wege des Katabolismus und Anabolismus</font></li>
 </ul>
 <li><font face=Arial size=2>Mikrobielles Wachstum</font></li>
 <ul>
  <li><font face=Arial size=2>Die bakterielle Zellteilung</font></li>
  <li><font face=Arial size=2>Das Wachstum einer Population</font></li>
  <li><font face=Arial size=2>Temperatur und mikrobielles Wachstum</font></li>
  <li><font face=Arial size=2>Weitere Umwelteinflüsse auf das Wachstum</font><font
      size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,3,BZ,f,f,,,,f,,,,100,,1,1,60,40,328
,3,B-LS-BZ 018,Immunologie,Immunologie,I,3,,"Einführung in das Immunsystem dessen Aufbau und Funktion: Lymphatische Organe, Zellen des Immunsystems, deren Entwicklung und Toleranzmechanismen, angeborenes und erworbenes Immunsystem. Immunologische Signalmoleküle
Experimenteller Zugang zum Immunsystem / Auswahl von Themen und deren Anwendungsbezug: Hämatologie, Virusimmunologie, Mikrobiota und Immunologie, Allergie, Cancer Immunotherapy und Transplantation.",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Allgemeine Immunologie</font></li>
 <ul>
  <li><font face=Arial size=2>Das Immunsystem dessen Aufbau und Funktion</font></li>
  <li><font face=Arial size=2>Lymphatische Organe</font></li>
  <li><font face=Arial size=2>Zellen des Immunsystems, deren Entwicklung und Toleranzmechanismen</font></li>
  <li><font face=Arial size=2>Angeborenes und erworbenes Immunsystem</font></li>
  <li><font face=Arial size=2>Immunologische Signalmoleküle</font></li>
  <li><font face=Arial size=2>Experimenteller Zugang zum Immunsystem</font></li>
 </ul>
 <li><font face=Arial size=2>Spezielle Immunologie</font></li>
</ul>

<blockquote>

<div><font face=Arial size=2>Eine Auswahl von Themen und deren Anwendungsbezug:</font></div>

</blockquote>

<ul>
 <ul>
  <li><font face=Arial size=2>Hämatologie</font></li>
  <li><font face=Arial size=2>Virusimmunologie </font></li>
  <li><font face=Arial size=2>Mikrobiota und Immunologie</font></li>
  <li><font face=Arial size=2>Allergie</font></li>
  <li><font face=Arial size=2>Cancer Immunotherapy</font></li>
  <li><font face=Arial size=2>Transplantationen</font><font size=2> </font></li>
 </ul>
</ul>",t,t,f,2,BZ,f,f,,,,f,20,,,80,,1,1,60,45,109
,20,B-LS-MT 027,Bachelor-Arbeit MT,Bachelor-Arbeit MT,BScTMT,6,,,3,2021-05-22,1,27,,t,f,f,10,MT,f,f,,,,f,,,,,100,5,1,45,,43
,20,B-LS-PT 026,Bachelor-Arbeit PT,Bachelor-Arbeit PT,BScTPT,6,,,3,2021-05-22,1,27,,t,f,f,,PT,f,f,,,,f,,,,,100,5,1,20,,45
,3,M-SLS-MSc BP1,Compound Profiling in Pharmaceutical Drug Discovery,,CPPDD,1,,,,2021-05-04,1,,,t,t,f,17,,f,f,,,,f,,,,,,1,1,400,64,165
,3,B-LS-BZ 027,Drug Discovery u Evaluation Compounds,Drug Discovery / Evaluation of Compound Properties,DDECP,5,,Von der Idee zum klinischen Kandidaten / Target-Validierung / Assay-Entwicklung / High-throughput Screening / Selektivitäts-Assays / Multi-Dimensionale Optimierung  / in vitro ADME und Tox assays / Biomarker / Lead Optimisierung / Fallstudien-Beispiele und Erarbeitung von Projektplänen basierend auf Fallbeispielen.,3,2021-12-02,1,52,"<div><font face=Arial size=2 color='"#232731'">Der Drug Discovery Prozess von der Idee bis zur Klinik: Eine Auswahl aus:</font></div>

<ul>
 <li><font face=Arial size=2 color='"#232731'">Assay Entwicklung, High Throughput Screening, orthogonal-Assays, Selektivitäts-Assays, Wirkstärke und Wirksamkeit</font></li>
 <li><font face=Arial size=2 color='"#232731'">Hit-to-Lead Phase: Medizinalchemie, Antikörper-Design, ON- und OFF-target Effekte, in vitro ADME, Physiko-chemische Eigenschaften, in vitro Tox, in vitro Krankheits-Modelle</font><font
     face=Arial size=2>&nbsp;</font></li>
 <li><font face=Arial size=2 color='"#232731'">Lead Optimisierungs-Phase: Multi-Dimensionale Optimierung MDO, in vivo Tests, Biomarker Entwicklung, Patente, Outsourcing, Target-Product-Profile TPP, Probability of Technical Success PTS-Analyse, Indikation, IND-enabling Studien, GLP Tox, Skalierung der Synthese, Formulierung und Galenik, Marktanalyse, Translationale Assays, Modeling, Investigator Brochure</font><font
     face=Arial size=2>&nbsp;</font></li>
</ul>",t,t,f,3,BZ,f,f,,,,f,50,,,50,,1,1,70,46,86
,3,B-LS-BZ 011,Pr. Zellbiologie I BZ,Praktikum Zellbiologie I für BZ,PrZB1,1,,"Einführung in Zellkulturmethoden von Säugetierzellen / Steriles Arbeiten / Zellzahlbestimmung, Zellen aussähen und splitten / Mikroskopieren / Konfluenz beurteilen und Zellwachstum beobachten / Bestimmung der Zellzahl, enzymatische Viabilitätsbestimmung.",1,2021-05-22,3,62,"<ul>
 <li><font face=Arial size=2>Allgemeine Kenntnisse über Zellkultur</font></li>
 <ul>
  <li><font face=Arial size=2>Good Cell Culture Practice Prinzipien</font></li>
  <li><font face=Arial size=2>Kontaminationen erkennen</font></li>
  <li><font face=Arial size=2>Massnahmen bei Kontaminationen kennen</font></li>
 </ul>
 <li><font face=Arial size=2>Einführung in Zellkulturmethoden von Säugetierzellen</font></li>
 <ul>
  <li><font face=Arial size=2>Steriles Arbeiten</font></li>
  <li><font face=Arial size=2>Zellzahl- und Vitalitätsbestimmung</font></li>
  <li><font face=Arial size=2>Zellen aussähen, splitten und unterhalten</font></li>
 </ul>
 <li><font face=Arial size=2>Einfache morphologische Beurteilung von Zellen</font></li>
 <ul>
  <li><font face=Arial size=2>Lichtmikroskopische Beurteilung und photographische Dokumentation</font></li>
  <li><font face=Arial size=2>Zellwachstum, Zelldichte/Konfluenz beurteilen</font></li>
  <li><font face=Arial size=2>Morphologische Veränderung in der Zeit beurteilen</font></li>
 </ul>
 <li><font face=Arial size=2>Bestimmung von messbaren Parametern</font></li>
 <ul>
  <li><font face=Arial size=2>Methode für Viabilitätsbestimmung</font></li>
  <li><font face=Arial size=2>Bestimmung von Zellvermehrung (Proliferation)</font></li>
  <li><font face=Arial size=2>Berechnung von IC50 und Verdopplungszeit</font><font
      size=2> </font></li>
 </ul>
</ul>",t,f,f,15,BZ,f,f,,,,f,67,,,33,,3,1,16,50,398
"Bitte BEIDE Durchführungen am DONNERSTAG planen (7:30 bis 11:30 und 12:30 bis 16:30)

Anmerkung: die Vorlesung in allg. und anorganischer Chemie findet idealerweise vorher (Di und MI) statt.

Hier für Stundenplan alle PT in einem Slot planen (BZ ist eine zu grosse Gruppe, dass 1 Slot reicht.)",3,B-LS-BZ 034,Pr. Grdl. Labortechniken,Praktikum Grundlagen Labortechniken,kPrGL,1,,"Sachgerechter Umgang mit Laborgeräten, Messgeräten und Glaswaren / Wägen / Pipettieren / Lösungen, Puffer und Flüssigkeitsmischungen / UV-VIS Spektroskopie / Proteinbestimmung, SDS-PAGE, ELISA, Enzymkinetik.",1,2021-05-31,2,27,"<ul>
 <li><font face=Arial size=2>Massen und Volumina bestimmen</font></li>
 <li><font face=Arial size=2>Pipettieren</font></li>
 <li><font face=Arial size=2>Verdünnungsreihen berechnen und herstellen</font></li>
 <li><font face=Arial size=2>Lösungen, Puffer und Flüssigkeitsgemische berechnen und herstellen, Puffergleichung: Henderson Hasselbalch</font></li>
 <li><font face=Arial size=2>UV-VIS Spektroskopie, Lambert-Beersche Gesetz</font></li>
 <li><font face=Arial size=2>Proteinbestimmung mit Bradford</font></li>
 <li><font face=Arial size=2>Auftrennung eines Proteingemisches mit SDS-PAGE</font></li>
 <li><font face=Arial size=2>immunologischer Nachweis mittels ELISA</font></li>
 <li><font face=Arial size=2>Bestimmung der spezifischen Aktivität eines Enzyms</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,2,BZ,f,f,,,,f,,,,,100,3,1,14,70,389
,1,B-LS-KT 010,Forschungsseminar,Forschungsseminar,FS,5,,,3,2021-05-22,1,26,,f,t,f,,KT,f,f,,,,f,,,,,,1,1,400,,77
"",3,B-LS-UT 007,Nachhalt. Ressourcenmgt Wasser,Nachhaltiges Ressourcenmanagement - Wasser,NRMW,5,,"Integriertes Wasserressourcenmanagement / Angebot, Nachfrage und Trends /Driver-Pressure-State-Impact-Response-Modell zur Situationsanalyse von Einzugsgebieten /  Einflüsse von Klimawandel und sozio-ökonomischen Veränderungen / Projektarbeit zur Bewertung von qualitativen und quantitativen Gewässerschutzmassnahmen im Einzugsbegiet der Birs.",1,2021-12-02,1,50,"<ul>
 <li><font face=Arial size=2>Relevante Aspekte und Trends</font></li>
 <ul>
  <li><font face=Arial size=2>Wasserrelevante Sektoren (Landwirtschaft, Industrie, Haushalte)</font></li>
  <li><font face=Arial size=2>Akteure auf nationaler (BAFU) und kantonaler Ebene (Umweltämter)</font></li>
  <li><font face=Arial size=2>Angebot und Nachfrage bei der Wassernutzung</font></li>
  <li><font face=Arial size=2>Qualitative und quantitative Entwicklung der Gewässer</font></li>
  <li><font face=Arial size=2>Einfluss des Klimawandels </font></li>
  <li><font face=Arial size=2>Sozioökonomische Veränderungen</font></li>
 </ul>
 <li><font face=Arial size=2>Methoden und Konzepte</font></li>
 <ul>
  <li><font face=Arial size=2>Driver-Pressure-State-Impact-Response Modell</font></li>
  <li><font face=Arial size=2>Wasserbilanzen in der Industrie und in Einzugsgebieten</font></li>
  <li><font face=Arial size=2>Einzugsgebietsmanagement </font></li>
  <li><font face=Arial size=2>Massnahmen zur Nutzung und zum Schutz von Gewässern</font></li>
  <li><font face=Arial size=2>Multi-Kriterien-, Kosten-Effekt- und Kosten-Nutzen-Analysen als Entscheidungshilfen</font></li>
 </ul>
 <li><font face=Arial size=2>Anwendung der Methoden und Konzepte in kooperativen Einzel- und Gruppenarbeiten</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,2,UT,f,f,,,,f,50,,,50,,1,1,25,20,30
,3,B-LS-BZ 014,Molekularbiologie,Molekularbiologie,MOB,2,,"Molekulargenetik (Mutagenese, Transformation, genetische Modellsysteme) / Struktur und Vererbung der Erbinformation / Regulation der Transkription / Translation und posttranskriptionelle Modifikationen / Proteinbiosynthese / Replikation (DNA-Reparatur) / DNA Analytik, PCR / DNA Sequenzierung.",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Strukturelle Eigenschaften des Erbmaterials</font></li>
 <ul>
  <li><font face=Arial size=2>Strukturformel der DNA und RNA</font></li>
  <li><font face=Arial size=2>Messung von DNA und RNA</font></li>
 </ul>
 <li><font face=Arial size=2>Werkzeuge der Molekularbiologie</font></li>
 <ul>
  <li><font face=Arial size=2>DNA modifizierende Enzyme</font></li>
  <li><font face=Arial size=2>DNA produzierende Enzyme</font></li>
 </ul>
 <li><font face=Arial size=2>PCR / qPCR</font></li>
 <ul>
  <li><font face=Arial size=2>Qualitative Analyse der DNA</font></li>
  <li><font face=Arial size=2>Quantitative Analyse der DNA</font></li>
  <li><font face=Arial size=2>Mutagenese der DNA</font></li>
 </ul>
 <li><font face=Arial size=2>DNA Sequenzanalyse</font></li>
 <li><font face=Arial size=2>Vom Gen zum Protein</font></li>
 <ul>
  <li><font face=Arial size=2>DNA Replikation</font></li>
  <li><font face=Arial size=2>Regulation der Transkription</font></li>
  <li><font face=Arial size=2>Translation</font><font size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,1,BZ,f,f,,,,f,,,,100,,1,1,90,50,304
,3,B-LS-CH 035,Pr. Organische Chemie IVb,Praktikum Organische Chemie Ivb,PrOC4b,5,,"Eigenständiges Planen, Entwickeln oder Optimieren eines Synthesewegs zur Herstellung von pharmazeutisch interessanten, chemischen Verbindungen unter Berücksichtigung von sicherheitstechnischen, ökologischen und öko-nomischen Aspekten / Mitarbeit an Industrieprojekten / Präsentation und Zusammenfassung der erarbeiteten Resultate in Berichten.",1,2021-05-22,1,27,"<ul>
 <li><font face=Arial size=2>Literaturrecherche</font></li>
 <li><font face=Arial size=2>Erstellen eines Konzepts</font></li>
 <li><font face=Arial size=2>Synthese und Analyse von small molecules</font></li>
 <li><font face=Arial size=2>Präsentation der Ergebnisse</font></li>
 <li><font face=Arial size=2>Schreiben eines Abschlussberichts</font><font
     size=2>&nbsp;</font></li>
</ul>",t,f,f,9,CH,f,f,,,,f,,,,,100,3,1,12,6,78
,3,B-LS-BZ 023,Pr. Zellbiologie II,Praktikum Zellbiologie II,kPrZB2,4,,"Fortgeschrittene Zellkulturmethoden für Säugetierzellen: Leberzellen in zwei- und dreidimensionalen Zellkultursystemen / Funktionelle Beurteilung (z.B. Zellmigration) / Immunostaining, Fluoreszenzmikroskopie, Durchflusszytometrie zur Differenzierung spezifischer Zellpopulationen.",1,2021-05-22,2,62,"<ul>
 <li><font face=Arial size=2>3D Zellkultursysteme</font></li>
 <ul>
  <li><font face=Arial size=2>Generierung von Mikrogeweben</font></li>
  <li><font face=Arial size=2>Ko-Kulturen von mehreren Zelltypen (Leberzellen)</font></li>
  <li><font face=Arial size=2>Differenzierung von neuronalen Zellen in vitro</font></li>
 </ul>
 <li><font face=Arial size=2>Funktionelle Assays (z.B. Zellmigration, Zellatmung)</font></li>
 <li><font face=Arial size=2>Immunohistochemische Färbungen</font></li>
 <ul>
  <li><font face=Arial size=2>Detektion von zellspezifischen Markern</font></li>
  <li><font face=Arial size=2>Mikroskopische Beurteilung (Fluoreszenzmikroskopie)</font></li>
  <li><font face=Arial size=2>Durchflusszytometrie (FACS)</font></li>
 </ul>
 <li><font face=Arial size=2>Beurteilen von zellulären Antworten auf Stimuli</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,12,BZ,f,f,,,,f,67,,,33,,3,1,12,25,73
"Am Nachmittag (idealerweise Donnerstag) , wo vormittags die Zelllinienentwicklung stattfindet.",3,B-LS-CB 011,Mikroprozesstechnik,Mikroprozesstechnik,MPT,5,,"Grundlagen mikrostrukturierter Apparate und ihre Herstellung / Scale-up und Skalierungseffekte / Anwendungsgebiete / Herstellung / Wärme-, Stoff- und Impulsübertragung / Ein- und zweiphasiger Wärmeübergang / Verschmutzung und Reinigung von Mikrowärmeübertragern / Partikuläre Systeme, Mischen und Reaktionen in Mikrosystemen / Sensorik und Messtechnik / Normen und Sicherheitsaspekte.",1,2021-11-03,1,52,"<ul>
 <li><font face=Arial size=2>Anwendungen (Entwicklung, Optimierung, Produktion) von Mikro-, Mini- und Kleinst-Prozesstechnik in der Biotechnologie, Chemie, Analytik und Prozesstechnik</font></li>
 <li><font face=Arial size=2>Scale-up, Scale-down und Skalierungseffekte</font></li>
 <li><font face=Arial size=2>Besonderheiten der Einphasen- und Mehrphasenströmungen bei der Anwendung in «small-scale» units </font></li>
 <li><font face=Arial size=2>Herstellung mikroverfahrenstechnischer Komponenten</font></li>
 <li><font face=Arial size=2>Chemische Mikroprozesstechnik (Besonderheiten, Voraussetzungen, Sensorik/Messtechnik und Anwendungen)</font></li>
 <li><font face=Arial size=2>Biologische Mikroprozesstechnik (Besonderheiten, Voraussetzungen, Sensorik/Messtechnik und Anwendungen)</font></li>
 <li><font face=Arial size=2>Industrial Case Studies</font><font size=2>&nbsp;</font></li>
</ul>",t,t,f,2,CB,f,f,,,,f,,,,100,,1,1,60,7,370
,3,B-LS-CB 002b,Pr. Automat. von Prozessanl. (nicht CB),Praktikum Automatisierung von Prozessanlagen für nicht CB,PrAPb,3,,"Einführung in Planung und Realisierung von automatisierten Prozessanlagen / Montage und Funktionsprüfung von Modellprozessanlagen / Verdrahtung und Konfiguration von Messstellen und Aktuatoren / SPS-Programmierung / Programmierung  und Optimierung regeltechnischer Einrichtungen / Inbetriebnahme der Anlage / Visualisierung / Einrichtung eines Human-Machine-Interface / Remote Monitoring und Controlling / Datenspeicherung / Netzwerkstruktur / Ethernet, OPC UA, IO Link.",1,2021-05-22,1,63,"<ul>
 <li><font face=Arial size=2>Einführung in die Planung und Realisierung von automatisierten Prozessanlagen (V-Modell)</font></li>
 <li><font face=Arial size=2>Aufbau und Funktionsprüfungen an einer Modell-Prozessanlage (Reaktion, Filtration, Abfüllung oder Mischstation)</font></li>
 <li><font face=Arial size=2>Verkabelung und Konfiguration von Sensoren und Aktuatoren</font></li>
 <li><font face=Arial size=2>Programmieren einer Speicherprogrammierbaren Steuerung (SPS)</font></li>
 <li><font face=Arial size=2>Konfigurieren und Optimieren von Regelkreisen</font></li>
 <li><font face=Arial size=2>Inbetriebnahme einer kompletten Modell-Prozessanlage</font></li>
 <li><font face=Arial size=2>Visualisieren von Prozessparametern</font></li>
 <li><font face=Arial size=2>Projektieren eines HMI (Human Machine Interface)</font></li>
 <li><font face=Arial size=2>Einführung in die Profinet, Profibus PA und HART Protocol Technologie</font></li>
 <li><font face=Arial size=2>Einführung in «Internet of Things» u. «Augmented Reality»</font><font
     size=2> </font></li>
</ul>",t,f,f,9,CB,f,f,,,,f,70,,,30,,3,1,12,10,429
Bitte wenn möglich am Montag Vormittag in einem Block,3,B-LS-CB 003,Bioprozesstechnik I - Upstream Proc.,Bioprozesstechnik I - Upstream Processing,BPZ1,4,,"Biokatalysator und Bioreaktor / Bioreaktoren wie Rührkessel, Rohrreaktor, Kreuzstromreaktor / Transportprozesse / Kennzahlen und Ähnlichkeitstheorie / Bilanzierung / Kulturmedien für mikrobielle Prozesse / Wachstumskinetiken für mikrobielle Prozesse / Prozesskontrolle wesentlicher Kultivierungsparameter / Grundlagen der Sterilisation, thermisch und chemisch.",1,2021-05-22,1,62,"<ul>
 <li><font face=Arial size=2>Biokatalysator und Bioreaktor</font></li>
 <li><font face=Arial size=2>Bioreaktoren (Rührkessel, Rohrreaktor, Kreuzstromreaktor, etc.)</font></li>
 <li><font face=Arial size=2>Transportprozesse in Bioreaktoren</font></li>
 <li><font face=Arial size=2>Kennzahlen und Ähnlichkeitstheorie</font></li>
 <li><font face=Arial size=2>Bilanzierung in Bioreaktoren</font></li>
 <li><font face=Arial size=2>Medien für pro- und eukaryotische Kulturen</font></li>
 <li><font face=Arial size=2>Wachstumskinetiken (Produktbildung, Substratverbrauch)</font></li>
 <li><font face=Arial size=2>Zellernte, Zellabtrennung (Zentrifugation, Mikrofiltration)</font></li>
 <li><font face=Arial size=2>Prozesskontrolle wesentlicher Kultivierungsparameter</font></li>
 <li><font face=Arial size=2>Grundlagen der Sterilisation (Filtration, thermisch, chemisch)</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,2,CB,f,f,,,,f,30,,,70,,1,1,30,10,80
